state_name,town,median_household_income,population,median_age,intersection_density,population_density,pct_bachelor,county,median_sale_price,composite_score
Delaware,New Castle,83651,5482,50.1,50.73,3.81,0.13,"New Castle, DE",355512.5,21.98
Delaware,Newport,68036,1224,27.9,222.33,1220.3,0.08,"New Castle, DE",355512.5,19.97
Delaware,North Star,153971,8009,51.6,33.19,449.05,0.44,"New Castle, DE",355512.5,49.52
Delaware,Ocean View,80225,2556,64.6,95.26,908.54,0.29,"Sussex, DE",450929.2,36.15
Delaware,Pike Creek,131603,7398,44.9,55.44,1310.27,0.32,"New Castle, DE",355512.5,39.72
Delaware,Pike Creek Valley,77402,11718,37.7,92.2,1240.47,0.3,"New Castle, DE",355512.5,31.94
Delaware,Rehoboth Beach,137783,1392,63.5,323.74,525.24,0.39,"Sussex, DE",450929.2,55.15
Delaware,Rising Sun-Lebanon,73241,3772,31.3,42.87,605.67,0.21,"Kent, DE",344872.0,24.52
Delaware,Riverview,77083,2091,51.7,24.95,372.66,0.16,"New Castle, DE",355512.5,22.36
Delaware,Rodney Village,40542,1472,35.5,141.87,1044.14,0.09,"Kent, DE",344872.0,15.1
Delaware,St. Georges,129125,1197,46.9,98.52,464.27,0.18,"New Castle, DE",355512.5,31.92
Delaware,Seaford,55162,7852,41.8,137.44,606.97,0.1,"Sussex, DE",450929.2,21.94
Delaware,Selbyville,77974,2806,43.5,57.75,635.52,0.14,"Sussex, DE",450929.2,25.43
Delaware,Smyrna,63794,12619,35.1,92.94,1482.68,0.16,"Kent, DE",344872.0,21.52
Delaware,Townsend,142115,2671,34.0,172.94,2431.15,0.26,"New Castle, DE",355512.5,40.08
Delaware,Wilmington,49354,70926,36.3,175.65,2141.67,0.17,"New Castle, DE",355512.5,22.18
Delaware,Wilmington Manor,64767,8212,37.9,206.75,2199.27,0.08,"New Castle, DE",355512.5,19.56
Delaware,Woodside East,61136,1867,44.3,79.71,1473.5,0.09,"New Castle, DE",355512.5,17.23
Delaware,Wyoming,61765,1636,36.8,134.64,1707.52,0.2,"Kent, DE",344872.0,24.51
District of Columbia,Washington,93547,683154,34.3,438.22,3742.4,0.25,"District of Columbia, DC",603637.0,49.05
Maryland,Aberdeen,70885,16176,37.9,130.09,1084.12,0.14,"Harford, MD",382609.5,23.52
Maryland,Aberdeen Proving Ground,128393,2862,29.3,10.92,1201.59,0.29,"Harford, MD",382609.5,37.55
Maryland,Abingdon,134132,5320,41.9,133.12,1144.09,0.25,"Harford, MD",382609.5,38.55
Maryland,Accokeek,140338,12241,44.9,32.29,159.38,0.26,"Prince George's, MD",444632.2,40.37
Maryland,Adamstown,161429,2212,42.6,81.2,823.89,0.38,"Frederick, MD",468047.9,52.55
Maryland,Adelphi,71622,16977,32.6,141.13,2065.48,0.16,"Prince George's, MD",444632.2,27.68
Maryland,Algonquin,56413,1010,60.7,64.18,456.46,0.18,"Harford, MD",382609.5,22.81
Maryland,Andrews AFB,79837,3419,22.6,243.82,195.59,0.25,"Prince George's, MD",444632.2,35.8
Maryland,Annapolis,92026,40581,37.5,210.31,1930.91,0.27,"Anne Arundel, MD",483625.6,39.69
Maryland,Annapolis Neck,146220,13059,48.9,139.44,788.65,0.35,"Anne Arundel, MD",483625.6,50.85
Maryland,Arbutus,88989,19662,37.6,134.27,1023.23,0.21,"Baltimore County, MD",432810.58,32.2
Maryland,Arden on the Severn,103269,1386,61.9,52.65,315.87,0.29,"Anne Arundel, MD",483625.6,39.51
Maryland,Arnold,133343,25056,38.2,127.73,790.61,0.31,"Anne Arundel, MD",483625.6,46.1
Maryland,Ashton-Sandy Spring,140000,6230,45.4,67.65,199.36,0.2,"Montgomery, MD",603752.0,43.87
Maryland,Aspen Hill,96773,53850,36.0,97.51,1691.07,0.24,"Montgomery, MD",603752.0,40.89
Maryland,Baden,146875,1832,52.1,21.15,29.88,0.14,"Prince George's, MD",444632.2,33.86
Maryland,Ballenger Creek,99794,23114,35.2,186.53,920.67,0.24,"Frederick, MD",468047.9,37.73
Maryland,Baltimore,54124,592211,35.7,303.02,2590.23,0.17,"Baltimore, MD",352829.1,25.71
Maryland,Baltimore Highlands,56471,7506,37.8,91.77,1929.44,0.1,"Baltimore County, MD",350124.58,17.03
Maryland,Bartonsville,120587,2176,36.0,78.98,682.02,0.23,"Frederick, MD",468047.9,37.96
Maryland,Bel Air,64036,10663,42.7,472.87,1197.68,0.23,"Harford, MD",382609.5,35.69
Maryland,Bel Air North,126202,30969,39.9,73.5,671.44,0.27,"Harford, MD",382609.5,37.58
Maryland,Bel Air South,106126,56928,38.1,150.36,970.91,0.27,"Harford, MD",382609.5,36.28
Maryland,Beltsville,88023,18769,38.7,137.57,895.28,0.18,"Prince George's, MD",444632.2,30.7
Maryland,Bensville,143011,14483,40.2,41.95,339.22,0.18,"Charles, MD",433008.1,35.66
Maryland,Berlin,69955,4950,39.4,69.66,515.44,0.17,"Worcester, MD",430325.8,25.76
Maryland,Berwyn Heights,120662,3317,38.2,232.08,2126.51,0.23,"Prince George's, MD",444632.2,40.45
Maryland,Bethesda,178370,66294,43.0,179.03,1694.99,0.29,"Montgomery, MD",603752.0,56.81
Maryland,Bladensburg,54208,9591,32.1,276.8,2999.79,0.12,"Prince George's, MD",444632.2,25.82
Maryland,Boonsboro,105196,3757,36.9,69.55,602.04,0.18,"Washington, MD",309587.5,26.14
Maryland,Bowie,127029,58113,42.9,85.39,1078.55,0.25,"Prince George's, MD",444632.2,38.99
Maryland,Bowleys Quarters,100352,6447,40.6,44.94,645.32,0.19,"Baltimore, MD",352829.1,27.16
Maryland,Bowling Green,55250,1282,41.9,73.07,867.41,0.13,"Allegany, MD",140650.0,10.06
Maryland,Braddock Heights,115929,2984,44.0,35.79,199.23,0.28,"Frederick, MD",468047.9,39.07
Maryland,Brandywine,141076,9852,41.8,35.47,162.9,0.2,"Prince George's, MD",444632.2,36.81
Maryland,Brentwood,71645,3775,33.8,351.88,3523.5,0.13,"Prince George's, MD",444632.2,30.54
Maryland,Brock Hall,183021,12764,39.6,57.49,965.59,0.34,"Prince George's, MD",444632.2,51.23
Maryland,Brooklyn Park,69494,15541,37.7,143.28,1570.35,0.1,"Anne Arundel, MD",483625.6,24.95
Maryland,Brookmont,250001,3841,46.1,85.52,1132.71,0.27,"Montgomery, MD",603752.0,63.65
Maryland,Brown Station,135592,3463,42.4,21.72,289.32,0.16,"Prince George's, MD",444632.2,33.22
Maryland,Brunswick,96659,7578,37.0,189.16,850.72,0.21,"Frederick, MD",468047.9,35.69
Maryland,Bryans Road,95241,8502,36.7,51.41,393.1,0.17,"Charles, MD",433008.1,28.81
Maryland,Buckeystown,113008,1397,65.0,68.62,1843.59,0.24,"Frederick, MD",468047.9,37.42
Maryland,Burnt Mills,104167,4215,37.8,227.19,2016.02,0.23,"Montgomery, MD",603752.0,44.41
Maryland,Burtonsville,136557,10457,38.8,64.01,544.16,0.31,"Montgomery, MD",603752.0,49.69
Maryland,Cabin John,196250,2335,49.2,117.27,1342.23,0.31,"Montgomery, MD",603752.0,59.55
Maryland,California,101907,14129,35.6,103.81,416.09,0.25,"St. Mary's, MD",414602.5,34.78
Maryland,Callaway,121212,1363,49.9,54.57,156.92,0.16,"St. Mary's County, MD",462577.25,33.38
Maryland,Calverton,100218,17772,43.0,153.42,1412.01,0.23,"Prince George's, MD",444632.2,35.84
Maryland,Cambridge,40094,13026,38.2,53.16,464.12,0.11,"Dorchester, MD",307756.1,12.82
Maryland,Camp Springs,107724,22903,40.3,94.75,1526.14,0.17,"Prince George's, MD",444632.2,32.0
Maryland,Cape St. Claire,115259,8762,42.3,114.2,1629.69,0.28,"Anne Arundel, MD",483625.6,41.51
Maryland,Capitol Heights,85104,4083,40.6,303.29,7284.22,0.14,"Prince George's, MD",444632.2,31.45
Maryland,Carney,70403,29873,39.5,125.15,1550.64,0.25,"Baltimore County, MD",414952.48,30.99
Maryland,Catonsville,93481,42789,39.0,127.62,992.85,0.28,"Baltimore County, MD",465632.05,38.11
Maryland,Cedar Heights,93306,2145,30.0,384.36,3852.6,0.09,"Anne Arundel, MD",483625.6,32.83
Maryland,Centreville,94744,4640,41.4,72.95,649.65,0.24,"Queen Anne's, MD",564519.1,38.74
Maryland,Charlestown,82188,1819,35.3,107.69,1288.76,0.25,"Cecil, MD",331583.3,28.76
Maryland,Charlotte Hall,87031,1447,49.0,35.33,113.11,0.11,"St. Mary's, MD",414602.5,23.34
Maryland,Chesapeake Beach,120194,6303,42.5,165.58,895.83,0.22,"Calvert, MD",432995.8,37.88
Maryland,Chesapeake Ranch Estates,94983,9387,35.3,53.14,663.32,0.19,"Calvert, MD",432995.8,30.16
Maryland,Chester,84835,4371,43.9,60.8,250.73,0.2,"Queen Anne's, MD",564519.1,34.85
Maryland,Chestertown,44665,5557,39.1,212.89,1102.54,0.16,"Kent, MD",401329.1,23.82
Maryland,Cheverly,106732,6191,40.7,113.34,1932.98,0.32,"Prince George's, MD",444632.2,41.21
Maryland,Chevy Chase,207971,9889,48.0,239.33,7759.74,0.29,"Montgomery, MD",603752.0,62.38
Maryland,Chevy Chase View,250001,1103,42.9,203.76,1616.9,0.39,"Montgomery, MD",603752.0,72.94
Maryland,Chevy Chase Village,250001,1858,52.2,126.31,1607.42,0.32,"Montgomery, MD",603752.0,67.28
Maryland,Chillum,65462,36428,34.7,259.2,3605.3,0.15,"Prince George's, MD",444632.2,28.68
Maryland,Church Hill,66071,1123,31.7,102.7,1119.68,0.13,"Queen Anne's, MD",564519.1,28.76
Maryland,Clarksburg,152917,27354,36.4,96.39,921.22,0.34,"Montgomery, MD",603752.0,54.37
Maryland,Clinton,112277,39925,43.9,60.52,577.77,0.18,"Prince George's, MD",444632.2,32.75
Maryland,Cloverly,134978,16473,41.9,50.0,542.22,0.31,"Montgomery, MD",603752.0,49.5
Maryland,Cobb Island,116674,1262,47.6,65.56,617.44,0.06,"Charles, MD",433008.1,25.75
Maryland,Cockeysville,74112,23803,34.8,159.45,697.18,0.32,"Baltimore County, MD",433863.26,37.61
Maryland,Colesville,129102,14468,50.7,100.82,1139.63,0.28,"Montgomery, MD",603752.0,47.9
Maryland,College Park,69736,34961,21.6,429.47,1986.09,0.25,"Prince George's, MD",444632.2,38.42
Maryland,Colmar Manor,90000,1544,35.4,497.34,3490.43,0.12,"Prince George's, MD",444632.2,35.39
Maryland,Columbia,113592,105086,38.9,175.9,1157.72,0.29,"Howard, MD",575125.0,47.01
Maryland,Coral Hills,71766,9169,41.0,146.37,2048.95,0.13,"Prince George's, MD",444632.2,25.94
Maryland,Cottage City,59922,1089,47.4,349.06,2317.83,0.16,"Prince George's, MD",444632.2,30.89
Maryland,Cresaptown,52281,5575,41.2,59.33,744.93,0.04,"Allegany, MD",140650.0,3.71
Maryland,Crisfield,36146,2533,35.4,84.34,571.22,0.09,"Somerset, MD",187354.1,7.01
Maryland,Crofton,129766,29812,36.4,113.05,1635.98,0.33,"Anne Arundel, MD",483625.6,46.68
Maryland,Croom,135193,2756,46.1,15.2,27.16,0.19,"Prince George's, MD",444632.2,35.16
Maryland,Crownsville,96490,1273,60.1,40.73,90.96,0.23,"Anne Arundel, MD",483625.6,35.0
Maryland,Cumberland,43699,19028,40.7,161.09,730.53,0.14,"Allegany, MD",140650.0,10.47
Maryland,Damascus,137933,16945,40.6,56.6,486.61,0.26,"Montgomery, MD",603752.0,47.1
Maryland,Darnestown,187238,6647,47.5,19.96,132.01,0.35,"Montgomery, MD",603752.0,58.26
Maryland,Deale,109479,4710,48.8,51.08,342.26,0.27,"Anne Arundel, MD",483625.6,38.82
Maryland,Delmar,66987,3748,37.7,79.31,2022.1,0.21,"Wicomico, MD",273987.5,21.89
Maryland,Denton,52876,4712,36.0,127.36,567.23,0.08,"Caroline, MD",327349.0,14.86
Maryland,Derwood,71471,1700,42.4,107.97,1320.45,0.3,"Montgomery, MD",603752.0,41.51
Maryland,District Heights,69099,5927,35.1,146.12,2392.43,0.18,"Prince George's, MD",444632.2,28.12
Maryland,Drum Point,135069,3007,44.5,54.03,582.37,0.23,"Calvert, MD",432995.8,37.7
Maryland,Dundalk,58203,66426,37.8,211.1,1517.41,0.09,"Baltimore County, MD",397893.41,21.06
Maryland,Dunkirk,140278,2299,42.4,91.58,156.08,0.29,"Calvert, MD",432995.8,42.9
Maryland,Easton,72771,16912,43.3,103.82,531.89,0.22,"Talbot, MD",674680.6,40.05
Maryland,East Riverdale,81458,17136,30.4,130.36,8429.52,0.11,"Prince George's, MD",444632.2,25.63
Maryland,Edgemere,93576,8915,44.4,39.28,244.7,0.14,"Baltimore County, MD",411204.24,25.64
Maryland,Edgewater,100606,9075,40.7,286.65,1155.15,0.22,"Anne Arundel, MD",483625.6,39.92
Maryland,Edgewood,71755,25004,35.0,163.91,769.38,0.11,"Harford, MD",382609.5,22.55
Maryland,Edmonston,78750,1577,29.2,322.28,1407.86,0.09,"Prince George's, MD",444632.2,27.81
Maryland,Eldersburg,130036,30418,41.3,40.23,240.2,0.3,"Carroll, MD",440079.1,41.61
Maryland,Elkridge,119856,24115,34.1,150.79,1119.52,0.3,"Howard, MD",575125.0,47.89
Maryland,Elkton,57682,15724,36.0,108.09,1194.34,0.13,"Cecil, MD",331583.3,18.62
Maryland,Ellicott City,136234,74432,41.8,114.64,750.73,0.33,"Howard County, MD",513361.37,48.38
Maryland,Emmitsburg,71583,2769,43.5,139.73,1020.86,0.14,"Frederick, MD",468047.9,27.11
Maryland,Essex,59914,40710,38.9,115.16,1528.08,0.11,"Baltimore County, MD",370874.38,19.35
Maryland,Fairland,85565,25324,36.3,146.23,1700.28,0.26,"Montgomery, MD",603752.0,41.79
Maryland,Fairmount Heights,68375,1455,38.8,1442.18,2409.16,0.07,"Prince George's, MD",444632.2,50.6
Maryland,Fairwood,177315,7453,38.6,72.88,975.22,0.32,"Prince George's, MD",444632.2,49.5
Maryland,Fallston,145804,9696,44.6,34.99,204.03,0.22,"Harford, MD",382609.5,36.6
Maryland,Federalsburg,31532,2824,32.1,243.88,464.4,0.04,"Caroline, MD",327349.0,12.46
Maryland,Ferndale,77613,17113,35.3,414.93,1585.33,0.13,"Anne Arundel, MD",483625.6,34.26
Maryland,Flower Hill,97737,14213,37.0,101.54,2106.79,0.27,"Montgomery, MD",603752.0,43.43
Maryland,Forest Glen,110724,6942,38.0,442.16,2394.27,0.34,"Montgomery, MD",603752.0,56.35
Maryland,Forest Heights,86922,2652,37.4,105.44,4993.19,0.13,"Prince George's, MD",444632.2,27.23
Maryland,Forestville,61973,10575,41.5,159.7,949.82,0.1,"Prince George's, MD",444632.2,22.97
Maryland,Fort Meade,92603,11253,25.1,55.87,2709.89,0.24,"Anne Arundel, MD",483625.6,34.49
Maryland,Fort Washington,127587,25840,44.2,54.82,625.14,0.25,"Prince George's, MD",444632.2,38.5
Maryland,Fountainhead-Orchard Hills,84470,6113,44.8,95.1,734.93,0.24,"Washington, MD",309587.5,27.53
Maryland,Four Corners,168393,8131,40.2,274.08,2311.79,0.32,"Montgomery, MD",603752.0,59.25
Maryland,Frederick,82563,76376,36.9,209.33,1208.08,0.23,"Frederick County, MD",506687.18,36.96
Maryland,Friendly,120027,10192,47.7,43.93,689.94,0.16,"Prince George's, MD",444632.2,31.85
Maryland,Friendship Heights Village,120125,4595,49.3,1391.04,58640.57,0.22,"Montgomery, MD",603752.0,71.87
Maryland,Frostburg,44327,7282,22.5,150.08,837.48,0.19,"Allegany, MD",140650.0,12.99
Maryland,Fruitland,56150,5455,28.3,68.27,633.34,0.2,"Wicomico, MD",273987.5,19.11
Maryland,Fulton,202143,5230,39.5,149.26,551.29,0.25,"Howard, MD",575125.0,55.85
Maryland,Gaithersburg,98089,68827,37.6,354.45,2014.0,0.28,"Montgomery, MD",603752.0,49.45
Maryland,Galesville,168750,1267,51.1,112.16,1225.03,0.09,"Anne Arundel, MD",483625.6,37.53
Maryland,Gambrills,134821,3185,42.5,32.47,152.76,0.2,"Anne Arundel, MD",483625.6,37.62
Maryland,Garrison,92639,9727,35.9,132.7,913.5,0.28,"Baltimore County, MD",452207.66,37.67
Maryland,Germantown,104061,90235,36.6,177.73,1934.77,0.26,"Montgomery, MD",603752.0,44.89
Maryland,Glassmanor,64686,17426,35.5,145.19,2827.0,0.12,"Prince George's, MD",444632.2,23.99
Maryland,Glenarden,91467,6341,40.9,147.42,1892.33,0.17,"Prince George's, MD",444632.2,31.23
Maryland,Glen Burnie,80458,69739,38.2,217.84,1267.05,0.17,"Anne Arundel, MD",483625.6,32.8
Maryland,Glenmont,108093,15795,37.9,186.59,1944.06,0.23,"Montgomery, MD",603752.0,44.08
Maryland,Glenn Dale,123690,15426,38.8,60.75,703.0,0.27,"Prince George's, MD",444632.2,39.07
Maryland,Golden Beach,94868,3755,31.6,41.94,732.55,0.15,"Calvert, MD",432995.8,27.12
Maryland,Grasonville,104762,3388,35.1,37.54,361.33,0.27,"Queen Anne's, MD",564519.1,40.97
Maryland,Greenbelt,75832,24602,36.2,213.77,1375.64,0.26,"Prince George's, MD",444632.2,35.52
Maryland,Greensboro,41667,2590,31.1,91.69,866.68,0.06,"Caroline, MD",327349.0,11.21
Maryland,Green Valley,152689,12999,41.8,36.83,319.21,0.28,"Montgomery, MD",603752.0,49.47
Maryland,Hagerstown,42965,43015,35.6,145.78,1376.4,0.12,"Washington, MD",309587.5,16.02
Maryland,Halfway,64539,10259,44.6,116.44,794.81,0.12,"Washington, MD",309587.5,18.52
Maryland,Hampstead,80385,6273,37.6,77.26,1500.56,0.28,"Carroll, MD",440079.1,34.57
Maryland,Hampton,161680,5055,47.6,72.46,299.75,0.36,"Baltimore County, MD",531134.1,53.82
Maryland,Hancock,43713,1622,39.1,63.21,344.07,0.04,"Washington, MD",309587.5,9.28
Maryland,Havre de Grace,86576,14625,45.1,206.86,1699.66,0.19,"Harford, MD",382609.5,30.67
Maryland,Hebron,61094,1108,36.9,601.76,1021.05,0.18,"Wicomico, MD",273987.5,30.38
Maryland,Herald Harbor,136184,2590,43.7,65.6,558.86,0.35,"Anne Arundel, MD",483625.6,47.55
Maryland,Highland,193929,1017,48.7,48.54,127.23,0.37,"Howard, MD",575125.0,60.06
Maryland,Hillandale,137900,4844,42.6,219.48,1098.3,0.25,"Montgomery, MD",603752.0,50.03
Maryland,Hillcrest Heights,67883,17090,36.9,194.32,2441.87,0.13,"Prince George's, MD",444632.2,26.41
Maryland,Honeygo,128158,12169,42.7,97.18,746.11,0.24,"Baltimore County, MD",450072.19,38.98
Maryland,Hughesville,131953,2475,49.5,32.65,83.23,0.17,"Charles, MD",433008.1,33.57
Maryland,Huntingtown,192500,3065,43.0,63.33,139.45,0.21,"Calvert, MD",432995.8,44.82
Maryland,Hurlock,62292,2239,38.3,54.55,437.8,0.1,"Dorchester, MD",307756.1,15.13
Maryland,Hyattsville,84763,20790,34.0,472.0,2588.47,0.18,"Prince George's, MD",444632.2,37.44
Maryland,Ilchester,136344,27513,35.4,81.19,867.2,0.33,"Howard, MD",575125.0,50.2
Maryland,Indian Head,73204,3909,38.8,144.16,1166.74,0.13,"Charles, MD",433008.1,25.62
Maryland,Jarrettsville,114554,2751,43.8,26.28,153.84,0.19,"Harford, MD",382609.5,29.82
Maryland,Jefferson,120000,2556,38.8,91.29,404.39,0.24,"Jefferson, MD",459942.36,38.22
Maryland,Jessup,125848,10516,36.8,88.02,553.6,0.11,"Howard, MD",575125.0,35.65
Maryland,Joppatowne,97887,12992,42.1,117.79,792.92,0.19,"Harford, MD",382609.5,30.16
Maryland,Keedysville,124167,1126,38.4,88.08,639.85,0.22,"Washington, MD",309587.5,31.28
Maryland,Kemp Mill,141900,14509,39.6,177.37,1821.27,0.26,"Montgomery, MD",603752.0,50.06
Maryland,Kensington,132132,2336,41.1,736.3,1760.49,0.32,"Montgomery, MD",603752.0,64.66
Maryland,Kettering,97816,13924,49.1,87.04,900.45,0.21,"Prince George's, MD",444632.2,33.09
Maryland,Kingstown,56645,1745,50.5,23.75,243.76,0.16,"Queen Anne's, MD",564519.1,28.17
Maryland,Kingsville,108375,4681,51.0,39.27,170.5,0.23,"Baltimore County, MD",457759.54,35.15
Maryland,Konterra,107292,2231,57.9,57.51,214.2,0.27,"Prince George's, MD",444632.2,37.19
Maryland,Lake Arbor,110394,14376,43.5,264.59,1728.94,0.3,"Prince George's, MD",444632.2,43.91
Maryland,Lake Shore,115104,19388,40.5,57.82,533.02,0.2,"Anne Arundel, MD",483625.6,35.44
Maryland,Landover,64127,24508,35.3,173.69,2690.77,0.14,"Prince George's, MD",444632.2,25.99
Maryland,Landover Hills,82083,2075,34.7,163.87,1317.92,0.12,"Prince George's, MD",444632.2,26.73
Maryland,Langley Park,68405,20769,30.0,397.44,11401.1,0.06,"Prince George's, MD",444632.2,26.74
Maryland,Lanham,93083,11460,38.6,131.48,1310.27,0.17,"Prince George's, MD",444632.2,30.56
Maryland,Lansdowne,46445,9310,37.0,92.58,1226.02,0.1,"Baltimore County, MD",295469.48,13.37
Maryland,La Plata,108043,10054,42.6,167.59,640.67,0.21,"Charles, MD",433008.1,35.31
Maryland,Largo,88799,12003,39.8,112.03,1524.58,0.27,"Prince George's, MD",444632.2,35.7
Maryland,Laurel,85615,29438,35.6,255.81,2758.4,0.24,"Prince George's, MD",444632.2,36.44
Maryland,La Vale,70852,4388,46.7,64.71,285.07,0.23,"Allegany, MD",140650.0,17.76
Maryland,Layhill,110208,5119,45.1,119.32,1285.86,0.24,"Montgomery, MD",603752.0,43.56
Maryland,Leisure World,61078,9291,76.2,223.39,2839.24,0.25,"Montgomery, MD",603752.0,40.26
Maryland,Leonardtown,126472,4445,32.3,165.04,483.58,0.2,"St. Mary's County, MD",475459.69,39.11
Maryland,Lexington Park,73974,12681,31.3,195.88,1571.13,0.22,"St. Mary's County, MD",427719.77,31.71
Maryland,Linganore,150000,10959,36.6,61.6,510.25,0.31,"Frederick, MD",468047.9,46.43
Maryland,Linthicum,105453,10270,39.3,192.9,711.58,0.23,"Anne Arundel, MD",483625.6,39.26
Maryland,Lochearn,68205,26995,39.9,123.71,1858.41,0.19,"Baltimore County, MD",397253.35,26.35
Maryland,Lonaconing,46125,1160,36.7,82.18,1489.56,0.08,"Allegany, MD",140650.0,5.94
Maryland,Long Beach,122700,2126,45.3,89.5,889.17,0.17,"Calvert, MD",432995.8,33.47
Maryland,Lusby,86019,2457,32.3,42.77,163.19,0.1,"Calvert, MD",432995.8,22.85
Maryland,Lutherville,129567,6755,42.9,229.0,1120.95,0.31,"Baltimore County, MD",537349.16,49.91
Maryland,Manchester,97000,5350,40.3,94.53,1123.85,0.19,"Carroll, MD",440079.1,31.53
Maryland,Marlboro Meadows,91852,3773,45.4,29.17,314.51,0.22,"Prince George's, MD",444632.2,31.29
Maryland,Marlboro Village,110392,9786,37.4,106.73,1927.02,0.28,"Prince George's, MD",444632.2,39.19
Maryland,Marlow Heights,58669,5913,42.8,158.49,950.47,0.1,"Prince George's, MD",444632.2,22.88
Maryland,Marlton,116507,10153,42.8,45.81,719.99,0.24,"Prince George's, MD",444632.2,36.56
Maryland,Martin's Additions,250001,1045,46.2,213.32,18577.01,0.38,"Montgomery, MD",603752.0,72.52
Maryland,Maryland City,96036,18059,34.4,82.66,805.2,0.3,"Anne Arundel, MD",483625.6,39.14
Maryland,Maugansville,65128,2549,49.1,68.97,689.48,0.21,"Washington, MD",309587.5,22.85
Maryland,Mayo,135335,8197,38.0,75.38,723.5,0.27,"Anne Arundel, MD",483625.6,42.66
Maryland,Mays Chapel,112150,12428,44.8,150.62,1248.75,0.37,"Baltimore County, MD",515202.1,48.43
Maryland,Mechanicsville,104572,1857,41.1,51.49,147.33,0.23,"St. Mary's, MD",414602.5,33.23
Maryland,Melwood,74297,3935,40.9,72.82,576.59,0.21,"Prince George's, MD",444632.2,29.54
Maryland,Middle River,67306,30606,39.1,110.6,766.0,0.16,"Baltimore County, MD",395929.8,24.27
Maryland,Middletown,141793,4893,38.2,84.18,693.4,0.3,"Frederick, MD",468047.9,44.88
Maryland,Milford Mill,66388,30685,35.3,128.92,1616.69,0.19,"Baltimore County, MD",401210.56,26.42
Maryland,Mitchellville,135301,12160,41.0,63.26,773.89,0.29,"Prince George's, MD",444632.2,42.37
Maryland,Monrovia,198611,2306,39.1,129.2,562.15,0.41,"Montgomery, MD",603752.0,65.91
